mean_Ax,std_Ax,median_Ax,cov_Ax,twf_perc_Ax,svf_perc_Ax,maxi_Ax,mini_Ax,skewness_Ax,kurt_Ax,mean_AY,std_AY,median_AY,cov_AY,twf_perc_AY,svf_perc_AY,maxi_AY,mini_AY,skewness_AY,kurt_AY,mean_Az,std_Az,median_Az,cov_Az,twf_perc_Az,svf_perc_Az,maxi_Az,mini_Az,skewness_Az,kurt_Az
0.6038792,6.4567432,1.4054465,2.5410122471874166,-4.480908513069153,4.956174373626709,24.675524,-14.102351,[ 0.02057259 -0.19892159 -0.22817701],[-0.06974697 -0.6286721  -0.67955446],-0.47387737,6.7764997,0.6320918,2.603171094690086,-5.5667173862457275,4.448585510253906,17.013803,-23.569363,[-0.4672321  -0.35344896 -0.4107211 ],[-0.2027421  -0.36804628  0.02800298],0.21774475,7.134156,1.4964294,2.670984130823659,-5.172857165336609,4.946597218513489,41.828197,-22.903751,[ 0.00798043  0.4957066  -0.35238373],[0.88264537 4.0987144  0.21187472]
0.3708671,6.436017,0.6296975,2.53693063295747,-4.184016585350037,5.241094470024109,24.675524,-19.470343,[-0.22212252 -0.28165826 -0.03646006],[-0.35946703 -0.41108227  0.0367825 ],-3.7392497,16.663557,-2.226687,4.0821020384860915,-10.270294427871704,3.641710638999939,78.453606,-78.456,[-0.33112487 -1.7471143  -0.65116715],[8.883014 6.54768  9.427216],0.56549865,7.7530603,1.6161437,2.784431780611863,-4.236691117286682,5.51404333114624,58.765385,-26.610107,[-0.49602056  1.2410859  -0.40001905],[ 0.8103931 11.696679   1.2661009]
0.53940916,6.3807764,-1.2689722,2.5260198742952267,-3.6165707111358643,6.4765465259552,16.261997,-19.470343,[0.07129888 0.14338495 0.11220063],[-0.6613307  -0.81523323 -0.6532941 ],-1.7649968,12.431535,0.55068606,3.5258381651957422,-5.007651448249817,4.224719762802124,51.48675,-78.456,[-2.2980416 -2.2685957 -2.9412656],[12.358806 11.604713 13.838873],1.1083634,5.7491198,0.27773732,2.3977322116128725,-4.344433903694153,7.792207479476929,10.965835,-8.930691,[0.17910305 0.19484723 0.17220835],[-1.3713444 -1.3518759 -1.3609957]
0.018818969,6.097697,-2.35119,2.4693514899986284,-4.224719762802124,6.743509650230408,13.843768,-11.363287,[0.4894097  0.49489427 0.4691523 ],[-1.1140684 -1.0881618 -1.1393558],-0.411474,9.122201,0.69434327,3.0202981584408763,-4.999271273612976,4.603017091751099,34.851242,-78.456,[-0.07523344 -2.5859764  -2.6124394 ],[ 2.4507098 20.06016   20.7708   ],1.197846,5.747733,0.59617746,2.397443037102217,-4.693999886512756,7.840093016624451,13.388853,-7.982553,[0.16219503 0.17509839 0.15766747],[-1.3738627 -1.3571823 -1.3687497]
-0.18159866,5.8945994,-3.3089046,2.4278796176321475,-4.410276889801025,7.224761366844177,11.981012,-11.363287,[0.58507216 0.6051571  0.5878313 ],[-1.3517113 -1.312594  -1.3410071],-0.6365691,17.6876,0.691949,4.205662751829836,-5.820512056350708,6.95779824256897,78.453606,-78.456,[-1.1525565 -0.6615431 -1.146816 ],[6.9559298 7.061578  6.394557 ],0.75845426,5.8333907,-0.33759448,2.4152413363343292,-4.721534252166748,7.508484363555908,10.712041,-8.0687475,[0.27515256 0.2887867  0.26484495],[-1.3952497 -1.3840235 -1.3896964]
0.039561566,5.7961864,-3.3352418,2.4075270397533552,-4.0906394720077515,7.773053050041199,10.271492,-6.6273866,[0.6682553  0.69187576 0.66863847],[-1.4538994 -1.4206045 -1.4530029],1.6170936,6.50804,1.5467095,2.551086033697112,-2.80131596326828,6.158106327056885,19.14472,-21.572527,[-0.16622566 -0.23613185 -0.22980738],[0.01475763 0.1512003  0.11553788],0.91722757,5.738,0.40224025,2.39541226432459,-4.932231545448303,7.706012964248657,10.223606,-9.629823,[0.11628173 0.13120703 0.10801566],[-1.4106058 -1.3996651 -1.4023881]
0.16840626,5.7837033,-3.1580648,2.4049331232237945,-4.115779519081116,7.911921739578247,10.271492,-6.6273866,[0.66097736 0.6814728  0.660704  ],[-1.4649075 -1.4345592 -1.4624727],-1.0548671,7.8359733,-1.3288293,2.7992808474297224,-6.154515027999878,4.20077657699585,29.033125,-32.260624,[-0.04998216 -0.45164204 -0.2621306 ],[2.2931585 1.0962167 1.026156 ],0.97179323,5.744244,0.1676001,2.396715272756305,-4.831671357154846,7.90833044052124,10.094315,-8.169308,[0.19165142 0.20568766 0.18637288],[-1.4191145 -1.3973694 -1.4104382]
0.26892617,5.788746,-2.8324418,2.4059812717739417,-4.2295081615448,7.901147365570068,10.094315,-7.407924,[0.6402682  0.6617873  0.63932574],[-1.4677373 -1.4365767 -1.468789 ],-0.9721684,8.032788,-0.7613833,2.8342174010954704,-5.8013575077056885,3.4693220257759094,53.521893,-30.76659,[-0.02943988  1.4596459   0.13280913],[2.2543101 9.799047  2.6303053],0.84830385,5.819324,-0.32562304,2.412327510221414,-4.852022767066956,7.740730285644531,10.716829,-9.73996,[0.24429217 0.25752437 0.23808357],[-1.3621364 -1.3448727 -1.3573116]
0.4814034,5.785482,-2.4637213,2.405302876932353,-4.237888336181641,7.999313473701477,10.185297,-7.407924,[0.59694993 0.6192121  0.6001291 ],[-1.4495153 -1.4144878 -1.4412297],-0.6598895,7.171293,-0.36393166,2.6779269560295766,-6.040786266326904,4.008036732673645,29.48804,-22.578127,[-0.07076343 -0.10602536  0.16869435],[0.3780477 0.4213767 1.2586284],0.8568435,5.816778,-0.0047885743,2.411799780865609,-4.881951451301575,7.539609909057617,12.230019,-11.669755,[0.19177374 0.20454192 0.18859544],[-1.3175313 -1.2927414 -1.3113152]
0.6183487,5.7948527,-1.9968355,2.4072500355409825,-4.162467956542969,8.169307708740234,10.185297,-9.088714,[0.54043615 0.56422806 0.543276  ],[-1.4321364 -1.4027554 -1.4408735],-1.2147018,8.970443,-1.4389665,2.9950697440813663,-6.645343899726868,4.137328028678894,54.752556,-78.456,[ 1.216775    0.29503006 -2.4170938 ],[ 7.333995   1.4076409 17.931522 ],1.1778617,5.795168,0.15323438,2.4073155013362153,-4.4737255573272705,7.8209388256073,11.684121,-8.590702,[0.21267806 0.21748601 0.20910302],[-1.3512781 -1.3211848 -1.3381977]
0.5520427,5.792219,-1.8986697,2.4067029650514216,-4.358799695968628,8.146561861038208,9.802212,-9.088714,[0.5163093  0.53945    0.51719415],[-1.4454306 -1.4223275 -1.445328 ],-0.9303878,7.817966,-0.5698403,2.7960625859133557,-5.773823261260986,4.247465372085571,53.579357,-27.361914,[1.2363614  0.25055572 0.54484993],[9.930696  1.6713543 4.435177 ],0.9377307,5.733197,-0.07182861,2.3944095748679337,-4.996877312660217,8.041213274002075,10.668943,-8.629011,[0.24751104 0.2590683  0.24274354],[-1.4553227 -1.445602  -1.4427587]
0.5346121,5.8224425,-1.7574067,2.412973794218597,-4.541962742805481,8.079521656036377,9.811789,-8.667319,[0.46523347 0.48431373 0.46219173],[-1.4433472 -1.4188101 -1.4407787],1.0155768,6.5439105,1.2354522,2.558106820167495,-3.638119339942932,6.013251900672913,24.862278,-18.665863,[-0.10611379 -0.14776908  0.06057185],[-0.5590899  -0.60313463 -0.07769752],0.91103417,5.754182,0.20112012,2.3987875816498305,-5.001665830612183,7.774250149726868,11.870875,-8.528451,[0.18224499 0.18753429 0.1769123 ],[-1.3972797 -1.4034573 -1.3899574]
0.5463444,5.8441744,-1.793321,2.4174727268514946,-4.437811017036438,8.059170722961426,11.89003,-8.667319,[0.47921687 0.49166226 0.47716433],[-1.4115067 -1.3968189 -1.4154649],0.56549865,7.7530603,1.6161437,2.784431780611863,-4.236691117286682,5.51404333114624,58.765385,-26.610107,[-0.49602056  1.2410859  -0.40001905],[ 0.8103931 11.696679   1.2661009],0.647168,8.964579,-0.27055445,2.9940906179573186,-4.993285775184631,7.09427285194397,64.77504,-28.990028,[1.4878507  0.09242437 0.5203556 ],[9.9592085 1.681941  4.3632693]
0.63038373,5.8086853,-1.7238867,2.410121429043436,-4.191199541091919,7.904738783836365,11.89003,-7.0679355,[0.52262753 0.5471624  0.5223311 ],[-1.3871049 -1.356437  -1.38206  ],1.0705417,5.788251,0.30886304,2.405878409886239,-4.69040846824646,7.581510305404663,11.372864,-8.930691,[0.17634502 0.19461487 0.18063974],[-1.3354853 -1.3272133 -1.3333924],-0.63472146,19.737099,-0.34717163,4.44264546119175,-8.916325092315674,6.7471009492874146,72.130295,-78.456,[-0.14796828 -0.6330538  -0.5556479 ],[3.6140485 3.5520086 3.4171124]
0.67866844,5.9348674,-1.091795,2.436158324503882,-4.071485280990601,7.587495923042297,12.708876,-12.512545,[0.32254192 0.3251999  0.31464818],[-1.2344795 -1.18468   -1.203282 ],1.2096655,5.702135,0.5028003,2.3879143799683376,-4.224719762802124,7.853261947631836,11.1238575,-10.510921,[0.13356225 0.15435977 0.12588407],[-1.376324  -1.3620557 -1.360976 ],-3.7405908,22.953278,-0.7206804,4.790957898780851,-12.178541660308838,6.258666515350342,78.453606,-78.456,[-0.35015902 -0.98952466 -0.74369437],[3.5534148 3.251916  3.7123451]
0.27216676,6.0669785,-1.601778,2.463123718896362,-4.014022350311279,7.174481153488159,16.443964,-12.512545,[0.3432699  0.34007984 0.37324208],[-1.1015652 -1.1702424 -1.0989703],1.197846,5.747733,0.59617746,2.397443037102217,-4.693999886512756,7.840093016624451,13.388853,-7.982553,[0.16219503 0.17509839 0.15766747],[-1.3738627 -1.3571823 -1.3687497],-1.6552624,18.931232,-0.5578689,4.351003614385143,-8.275853395462036,5.245883107185364,78.453606,-78.456,[-0.13652176 -0.8228846  -0.6834211 ],[5.374481  6.2101784 7.2079115]
-0.14725657,5.9566083,-3.136516,2.440616376131381,-4.460556983947754,7.328912854194641,16.443964,-10.252337,[0.5539108  0.62081873 0.57616925],[-1.3264325 -1.148674  -1.2152908],0.85517555,5.8250327,-0.035914306,2.4135104538884957,-4.787377238273621,7.744321584701538,10.712041,-8.188462,[0.23828918 0.25728238 0.23428792],[-1.4204483 -1.3991555 -1.4178283],-3.4575098,19.192287,-0.78772044,4.3809003007450835,-8.895973920822144,5.885157585144043,68.67294,-78.456,[-0.6409145 -1.2208569 -1.4316338],[4.511077  3.9958172 4.968331 ]
0.063161366,5.902382,-2.8659616,2.429481816555262,-4.282182455062866,7.413910150527954,11.722429,-9.481377,[0.54073    0.5696266  0.55075485],[-1.4006075 -1.354182  -1.3786416],0.83706677,5.772102,0.026337158,2.4025199019196224,-5.09264874458313,7.706012964248657,10.673732,-8.174096,[0.20200187 0.21389128 0.19297205],[-1.416733  -1.3931315 -1.4071301],-1.7363851,8.853438,-0.967292,2.9754727989649594,-6.681258201599121,3.5399535298347473,44.15544,-78.456,[-0.35629362 -2.1257126  -0.28719684],[ 1.6648583 20.325035   1.4808736]
0.5048035,5.882532,-0.4453374,2.42539318869147,-4.282182455062866,6.6644980907440186,11.722429,-9.677709,[0.16051507 0.1813588  0.15260917],[-1.303676  -1.2832298 -1.3094077],0.91722757,5.738,0.40224025,2.39541226432459,-4.932231545448303,7.706012964248657,10.223606,-9.629823,[0.11628173 0.13120703 0.10801566],[-1.4106058 -1.3996651 -1.4023881],1.0353217,6.614658,1.4246008,2.571897719365164,-5.0375800132751465,6.647738218307495,26.547855,-16.965918,[-0.15892409  0.20015319 -0.19188759],[-0.6939101   0.30454516 -0.76723146]
0.53003925,6.299725,2.1644356,2.5099253087880085,-4.843642950057983,5.2363057136535645,12.383253,-22.324333,[-0.58817786 -0.53301233 -0.54556745],[-0.32600188 -0.6413355  -0.5840845 ],0.9564379,5.894248,0.19393726,2.4278072429103648,-4.9046971797943115,7.7826303243637085,12.718453,-12.986613,[0.08112727 0.10049105 0.07135353],[-1.2027516 -1.1906073 -1.1780787],-0.17544535,7.494365,0.8882805,2.7375838279953206,-5.839666366577148,4.691605567932129,32.088234,-78.456,[-0.09296229 -3.805411    0.25229558],[ 0.03588176 31.681297    1.58254   ]
-0.06070272,6.658037,2.1620412,2.58031726453724,-5.327288627624512,4.934625744819641,12.383253,-22.324333,[-0.6204873  -0.61475104 -0.69610345],[-0.63671136 -0.5796938  -0.31976175],0.9394622,5.8075485,-0.055068605,2.4098855829580828,-4.73949134349823,7.425881385803223,13.000979,-9.170119,[0.2466995  0.2588603  0.23924387],[-1.3254085 -1.308795  -1.3209062],1.1623385,6.801482,1.5443151,2.6079651455919723,-4.425839900970459,6.948221206665039,38.332535,-21.510275,[ 0.55821943 -0.28696412 -0.21492426],[ 2.701221   -0.3165202  -0.05677056]
-0.47387737,6.7764997,0.6320918,2.603171094690086,-5.5667173862457275,4.448585510253906,17.013803,-23.569363,[-0.4672321  -0.35344896 -0.4107211 ],[-0.2027421  -0.36804628  0.02800298],0.84830385,5.819324,-0.32562304,2.412327510221414,-4.852022767066956,7.740730285644531,10.716829,-9.73996,[0.24429217 0.25752437 0.23808357],[-1.3621364 -1.3448727 -1.3573116],1.813377,6.330265,1.6185381,2.5160017975283755,-3.2586246728897095,7.557567238807678,19.4464,-12.330579,[-0.09411117 -0.08095095 -0.07079025],[-0.91269684 -0.86777854 -0.8295014 ]
-1.7267438,12.210148,-1.0750349,3.4943021989613343,-7.744321584701538,4.424642562866211,78.453606,-78.456,[ 0.08072213 -0.11652646 -1.6500582 ],[17.865482 12.804527 12.769839],0.73110366,5.8079233,-0.1125315,2.4099633434879393,-4.87596583366394,7.441444396972656,12.230019,-11.669755,[0.17818636 0.19254188 0.17149593],[-1.3164469 -1.3000453 -1.3029172],1.2139993,7.038006,1.175595,2.652924014904577,-4.151693820953369,7.030824184417725,28.017948,-19.992298,[-0.35547823 -0.2863417   0.01557929],[-0.15513182  0.01091385  0.49186635]
-3.7392497,16.663557,-2.226687,4.0821020384860915,-10.270294427871704,3.641710638999939,78.453606,-78.456,[-0.33112487 -1.7471143  -0.65116715],[8.883014 6.54768  9.427216],0.9999103,5.818955,0.19872583,2.412251011941045,-4.905894160270691,7.745518803596497,10.295435,-9.452645,[0.13785067 0.15426229 0.12920332],[-1.3474673 -1.32978   -1.335515 ],-0.5877417,7.2513213,0.4094231,2.69282775456682,-4.771814227104187,4.581468224525452,42.067623,-33.1513,[-0.90182084 -0.88328576  0.09807845],[1.5010777 1.834569  5.4503565]
